,Unnamed: 0,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,left,low,medium,IT,RandD,accounting,hr,management,marketing,product_mng,sales,support,technical
7050,7050,0.61,0.9,4,216,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7051,7051,0.27,0.6,6,205,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7052,7052,0.89,0.65,3,208,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7053,7053,0.58,0.81,4,266,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7054,7054,0.64,0.77,3,249,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7055,7055,0.73,0.88,5,134,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7056,7056,0.74,0.85,2,189,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7057,7057,0.75,0.82,4,143,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7058,7058,0.78,0.84,4,173,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7059,7059,0.18,0.95,6,248,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7060,7060,0.8,0.84,3,186,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7061,7061,0.89,0.64,5,191,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7062,7062,0.84,0.5,3,227,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7063,7063,0.64,0.38,2,269,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7064,7064,0.53,0.82,3,254,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7065,7065,0.15,0.66,4,180,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7066,7066,0.66,0.62,3,144,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7067,7067,0.49,0.78,5,137,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7068,7068,0.78,0.72,3,223,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7069,7069,0.39,0.75,5,286,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7070,7070,0.9,0.83,3,151,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7071,7071,0.96,0.74,5,244,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7072,7072,0.63,0.81,4,216,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7073,7073,0.63,0.74,4,173,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7074,7074,0.89,0.81,3,186,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7075,7075,0.93,0.57,2,205,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7076,7076,0.87,0.59,4,202,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7077,7077,0.56,0.53,3,189,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7078,7078,0.97,0.55,4,181,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7079,7079,0.61,0.51,3,207,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7080,7080,0.73,0.46,4,240,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7081,7081,0.61,0.69,2,164,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7082,7082,0.99,0.71,4,212,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7083,7083,0.57,0.75,4,151,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7084,7084,0.74,0.96,4,197,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7085,7085,0.86,0.61,5,265,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7086,7086,0.68,0.72,4,274,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7087,7087,0.66,0.63,3,201,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7088,7088,0.86,0.89,3,250,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7089,7089,0.85,0.78,3,165,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7090,7090,0.98,0.53,5,186,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7091,7091,0.14,0.73,5,273,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7092,7092,0.2,0.54,5,162,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7093,7093,0.9,0.97,3,141,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7094,7094,0.51,0.96,5,268,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7095,7095,0.63,0.77,3,176,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7096,7096,0.83,0.88,3,223,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7097,7097,0.67,0.72,4,218,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7098,7098,0.96,0.52,4,228,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7099,7099,0.69,0.75,3,204,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7100,7100,0.69,0.9,4,148,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7101,7101,0.64,0.94,3,221,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7102,7102,0.62,0.48,4,271,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7103,7103,0.55,0.75,3,191,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7104,7104,0.98,0.51,4,223,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7105,7105,0.83,0.78,5,250,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7106,7106,0.73,0.77,3,230,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7107,7107,0.58,0.86,3,226,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7108,7108,0.52,0.67,4,182,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7109,7109,0.91,0.7,3,195,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7110,7110,0.72,0.64,3,231,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7111,7111,0.7,0.74,3,224,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7112,7112,0.86,0.92,4,229,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7113,7113,0.82,0.57,2,158,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7114,7114,0.83,0.78,4,242,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7115,7115,0.99,0.64,3,183,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7116,7116,0.88,0.58,5,213,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7117,7117,0.68,0.74,4,263,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7118,7118,0.9,0.49,3,237,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7119,7119,0.59,0.67,6,126,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7120,7120,0.76,0.71,6,168,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7121,7121,0.23,0.63,5,151,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7122,7122,0.8,0.85,4,239,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7123,7123,0.62,0.49,4,174,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7124,7124,0.28,0.46,5,277,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7125,7125,0.81,0.97,3,133,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7126,7126,0.64,0.91,4,150,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7127,7127,0.76,0.6,5,244,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7128,7128,0.79,0.87,3,232,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7129,7129,0.72,0.91,3,267,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7130,7130,0.22,0.59,5,162,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7131,7131,0.18,0.73,5,228,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7132,7132,0.91,0.49,2,180,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7133,7133,0.69,0.63,2,252,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7134,7134,0.91,0.66,5,212,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7135,7135,0.67,0.84,4,224,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7136,7136,0.98,0.62,2,240,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7137,7137,0.69,0.62,4,183,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7138,7138,0.96,0.74,5,160,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7139,7139,0.69,0.68,4,225,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7140,7140,0.65,0.68,3,268,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7141,7141,0.7,0.75,3,221,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7142,7142,0.48,0.94,3,173,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7143,7143,0.48,0.51,4,103,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7144,7144,0.16,0.89,4,196,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7145,7145,0.72,0.97,3,239,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7146,7146,0.91,0.71,3,171,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7147,7147,0.74,0.54,3,243,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7148,7148,0.56,0.56,2,153,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7149,7149,0.56,0.41,6,142,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7150,7150,0.88,0.55,5,168,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7151,7151,0.86,0.9,5,180,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7152,7152,0.66,0.84,4,186,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7153,7153,0.41,0.45,3,236,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7154,7154,0.68,0.83,5,267,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7155,7155,0.59,0.47,3,129,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7156,7156,0.52,0.78,3,181,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7157,7157,0.3,0.54,2,99,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7158,7158,0.44,0.67,5,170,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7159,7159,0.75,0.64,3,195,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7160,7160,0.23,0.94,4,149,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7161,7161,0.34,0.46,6,132,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7162,7162,0.52,0.59,3,164,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7163,7163,0.79,0.83,4,250,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7164,7164,0.5,0.77,3,204,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7165,7165,0.89,0.65,3,210,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7166,7166,0.84,0.52,6,98,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7167,7167,0.26,0.47,3,241,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7168,7168,0.57,0.96,5,203,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7169,7169,0.14,0.99,3,257,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7170,7170,0.94,0.62,5,201,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7171,7171,0.3,0.58,2,124,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7172,7172,0.29,0.43,6,175,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7173,7173,0.82,0.75,3,161,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7174,7174,0.62,0.75,4,183,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7175,7175,0.64,0.99,5,262,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7176,7176,0.17,0.52,4,184,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7177,7177,0.75,0.56,3,207,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7178,7178,0.49,0.73,4,185,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7179,7179,0.84,0.58,4,180,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7180,7180,0.48,0.96,4,224,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7181,7181,0.54,0.53,3,184,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7182,7182,0.76,0.99,5,252,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7183,7183,0.77,0.84,4,196,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7184,7184,0.95,0.97,4,203,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7185,7185,0.72,0.83,4,181,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7186,7186,0.74,0.67,4,148,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7187,7187,0.9,0.55,4,211,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7188,7188,0.67,0.55,3,246,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7189,7189,0.97,0.55,4,258,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7190,7190,0.55,0.59,3,231,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7191,7191,0.32,0.95,2,184,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7192,7192,0.4,0.42,3,146,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7193,7193,0.66,0.54,2,136,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7194,7194,0.7,0.77,4,266,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7195,7195,0.69,0.89,2,220,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7196,7196,0.72,0.57,2,248,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7197,7197,0.21,0.65,3,183,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7198,7198,0.91,0.9,3,169,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7199,7199,0.72,0.71,3,132,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7200,7200,0.96,0.72,3,197,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7201,7201,1.0,0.89,4,152,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7202,7202,0.63,0.51,3,126,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7203,7203,0.24,0.74,6,106,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7204,7204,0.44,0.38,4,128,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7205,7205,0.92,0.57,3,191,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7206,7206,0.51,0.51,4,189,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7207,7207,0.77,0.71,5,141,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7208,7208,0.8,0.97,4,220,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7209,7209,0.84,0.46,5,118,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7210,7210,0.91,0.88,5,223,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7211,7211,0.64,0.61,3,263,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7212,7212,0.15,0.59,5,209,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7213,7213,0.74,0.58,4,193,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7214,7214,0.94,0.78,4,211,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7215,7215,0.57,0.58,3,192,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7216,7216,0.92,0.63,5,156,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7217,7217,0.76,0.54,5,278,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7218,7218,0.73,0.92,3,199,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7219,7219,0.24,0.6,2,194,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7220,7220,0.42,0.47,2,125,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7221,7221,0.92,0.82,4,96,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7222,7222,0.92,0.94,3,234,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7223,7223,0.68,0.55,6,181,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7224,7224,0.49,0.86,4,246,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7225,7225,0.57,0.98,3,171,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7226,7226,0.3,0.66,3,198,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7227,7227,0.17,0.81,5,280,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7228,7228,0.91,0.49,3,267,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7229,7229,0.83,0.91,3,251,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7230,7230,0.87,0.76,5,182,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7231,7231,0.71,0.8,4,157,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7232,7232,0.88,0.5,3,206,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7233,7233,0.63,0.94,3,237,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7234,7234,0.99,0.58,2,166,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7235,7235,0.99,0.81,4,229,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7236,7236,0.77,0.53,5,256,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7237,7237,0.64,0.69,5,114,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7238,7238,0.61,1.0,5,243,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7239,7239,0.37,0.82,3,199,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7240,7240,0.19,1.0,4,188,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7241,7241,0.96,0.87,4,187,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7242,7242,0.8,0.62,4,216,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7243,7243,0.14,0.63,6,215,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7244,7244,0.15,0.69,6,213,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7245,7245,0.52,0.82,4,198,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7246,7246,0.27,0.55,5,121,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7247,7247,0.97,0.96,3,212,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7248,7248,0.52,0.93,2,271,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7249,7249,0.98,0.89,3,186,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7250,7250,0.96,0.95,4,265,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7251,7251,0.28,0.92,3,151,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7252,7252,0.65,0.55,5,206,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7253,7253,0.59,0.63,4,153,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7254,7254,0.64,0.48,4,267,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7255,7255,0.71,0.48,3,161,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7256,7256,0.83,0.84,2,149,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7257,7257,0.95,0.94,2,269,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7258,7258,0.73,0.49,3,248,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7259,7259,0.81,0.75,4,243,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7260,7260,0.71,0.44,2,207,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7261,7261,0.8,0.56,6,111,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7262,7262,0.85,0.53,3,226,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7263,7263,0.41,0.7,2,151,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7264,7264,0.51,0.84,4,224,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7265,7265,0.49,0.57,4,146,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7266,7266,0.76,0.55,4,163,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7267,7267,0.57,0.69,4,255,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7268,7268,0.54,0.48,6,196,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7269,7269,0.68,0.74,3,227,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7270,7270,0.7,0.5,3,251,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7271,7271,0.77,0.87,4,209,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7272,7272,0.95,0.51,3,254,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7273,7273,0.5,0.64,3,249,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7274,7274,0.99,0.53,4,131,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7275,7275,0.94,0.51,5,142,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7276,7276,0.83,0.66,3,239,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7277,7277,0.64,0.81,3,225,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7278,7278,0.16,0.73,6,170,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7279,7279,0.83,0.71,3,254,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7280,7280,0.93,0.73,4,156,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7281,7281,0.32,0.64,3,151,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7282,7282,0.12,0.9,3,200,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7283,7283,0.5,0.5,3,184,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7284,7284,0.57,0.74,3,257,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7285,7285,0.25,0.75,5,194,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7286,7286,0.98,0.56,3,139,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7287,7287,0.81,0.51,3,273,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7288,7288,0.94,0.63,5,261,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7289,7289,0.83,0.57,3,135,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7290,7290,0.77,0.4,4,207,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7291,7291,0.57,0.65,4,265,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7292,7292,0.18,0.96,5,208,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7293,7293,0.67,0.71,4,159,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7294,7294,0.35,0.47,4,151,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7295,7295,0.78,0.44,3,97,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7296,7296,0.72,0.79,4,154,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7297,7297,0.9,0.58,3,264,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7298,7298,0.58,0.49,3,135,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7299,7299,0.64,0.56,3,238,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7300,7300,0.91,0.79,4,166,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7301,7301,0.59,0.51,3,156,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7302,7302,0.76,0.8,3,202,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7303,7303,0.76,0.85,3,204,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7304,7304,0.51,0.69,3,135,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7305,7305,0.54,0.55,4,252,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7306,7306,0.67,0.93,5,254,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7307,7307,0.68,0.44,5,165,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7308,7308,0.97,0.58,3,200,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7309,7309,0.5,0.74,3,155,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7310,7310,0.81,0.52,3,162,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7311,7311,0.77,0.73,4,159,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7312,7312,0.59,0.75,4,266,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7313,7313,1.0,0.96,4,155,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7314,7314,0.74,0.95,5,170,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7315,7315,0.91,0.52,4,172,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7316,7316,0.77,0.65,3,187,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7317,7317,0.79,0.98,4,185,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7318,7318,0.82,0.51,5,232,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7319,7319,0.89,0.96,5,260,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7320,7320,0.83,0.62,4,218,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7321,7321,0.72,0.7,4,217,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7322,7322,0.7,0.74,3,212,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7323,7323,1.0,0.89,3,189,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7324,7324,0.57,0.66,4,158,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7325,7325,0.55,0.54,5,168,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7326,7326,0.47,0.7,4,134,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7327,7327,0.95,0.77,4,213,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
