,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,low,medium,IT,RandD,accounting,hr,management,marketing,product_mng,sales,support,technical
6499,0.4,0.37,3,123,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14327,0.86,0.68,5,263,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14884,0.78,0.86,5,274,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10889,0.57,0.85,4,250,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0
5181,0.46,0.88,5,169,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11808,0.44,0.45,2,156,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5080,0.97,0.95,4,173,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4802,0.7,0.83,3,159,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7207,0.77,0.71,5,141,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6377,0.23,0.72,6,121,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12831,0.86,0.96,5,245,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12022,0.1,0.77,6,255,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6725,0.24,0.81,4,217,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7743,0.5,0.48,2,106,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12466,0.89,1.0,4,237,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12550,0.39,0.57,2,131,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5438,0.52,0.7,4,219,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14933,0.1,0.94,7,264,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14888,0.39,0.49,2,142,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8710,0.89,0.51,4,185,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2448,0.97,0.74,3,104,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8183,0.83,0.91,3,196,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8147,0.55,0.55,5,256,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2117,0.44,0.74,4,250,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8237,0.88,0.81,4,235,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9069,0.14,0.56,5,259,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2456,0.63,0.56,4,228,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4602,1.0,0.63,5,171,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1183,0.9,0.45,4,241,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13685,0.42,0.54,2,156,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6203,0.8,0.75,4,217,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4768,0.31,0.75,4,220,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4328,0.6,0.76,5,269,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10464,0.3,0.58,2,189,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0
9411,0.94,0.51,6,239,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10590,0.78,0.89,4,137,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9976,0.9,0.82,3,133,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4540,0.95,0.75,5,235,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7495,0.6,0.98,4,205,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12926,0.42,0.49,2,152,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4738,0.71,0.83,5,206,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5422,0.89,0.53,4,208,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7826,0.8,0.64,5,180,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
621,0.85,0.55,4,260,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6850,0.97,0.54,3,255,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14349,0.74,1.0,4,249,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11520,0.42,0.48,2,143,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8732,0.28,0.95,5,191,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3222,0.96,0.59,3,229,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2444,1.0,0.95,3,193,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9581,0.57,0.93,2,204,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9308,0.83,0.93,3,247,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4826,0.42,0.38,2,115,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13368,0.4,0.47,2,136,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8402,0.99,0.83,4,274,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7025,0.71,0.8,4,199,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10709,0.87,0.88,4,140,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6734,0.86,0.73,3,241,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8410,0.45,0.5,5,99,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0
13745,0.37,0.46,2,153,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
185,0.73,0.79,4,145,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0
14814,0.83,0.9,5,245,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12704,0.44,0.54,2,139,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5049,0.67,0.52,3,273,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8925,0.99,0.75,4,163,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6712,0.74,0.75,2,137,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2909,0.81,0.86,3,210,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12595,0.43,0.5,2,127,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13455,0.4,0.49,2,135,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8395,0.16,0.76,6,210,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5964,0.91,0.61,3,255,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9618,0.49,0.94,4,175,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3290,0.59,0.94,4,136,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7290,0.77,0.4,4,207,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9552,0.52,0.83,5,145,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9431,0.81,0.77,3,221,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7690,0.99,0.54,3,247,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3860,0.9,0.62,5,236,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5662,0.82,0.92,3,257,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7315,0.91,0.52,4,172,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13088,0.42,0.47,2,137,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6693,0.85,1.0,5,244,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9851,0.2,0.78,4,196,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
676,0.5,0.91,5,224,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4313,0.24,0.73,4,273,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8822,0.68,0.66,4,229,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3903,0.62,0.91,3,142,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0
921,0.79,0.89,4,240,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11973,0.78,1.0,5,236,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1182,0.84,0.49,4,178,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6466,0.52,0.65,4,264,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13069,0.41,0.56,2,154,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11625,0.1,0.91,6,287,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
221,0.78,0.81,4,232,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
558,0.53,0.73,4,248,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5659,0.58,0.65,5,187,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1327,0.55,0.81,3,242,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4962,0.87,0.86,3,196,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7302,0.76,0.8,3,202,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11846,0.42,0.53,3,199,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3143,0.98,0.61,3,226,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4013,0.8,0.89,2,166,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10370,0.16,0.82,6,202,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0
13989,0.37,0.53,2,131,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3059,0.51,0.72,4,163,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2331,0.96,0.9,4,246,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9351,0.64,0.52,5,258,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12822,0.41,0.52,2,142,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12336,0.92,1.0,5,259,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
578,0.53,0.88,3,157,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4643,0.81,0.59,4,187,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4816,0.74,0.86,5,153,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14958,0.42,0.52,2,134,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12452,0.42,0.47,2,129,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11294,0.67,0.97,4,196,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1665,0.91,0.53,3,147,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4659,0.98,0.62,5,254,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6319,0.93,0.97,5,137,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7369,0.77,0.51,4,141,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7012,0.54,0.63,3,174,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
724,0.68,0.48,4,251,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14631,0.09,0.96,6,268,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12090,0.78,0.89,5,274,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14751,0.45,0.54,2,129,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1153,0.21,0.44,4,163,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10784,0.53,0.7,4,223,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10579,0.54,0.95,4,256,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8520,0.58,0.87,4,181,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
447,0.48,0.9,4,201,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1791,0.69,0.69,4,167,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6896,0.5,0.76,4,229,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10198,0.72,0.61,3,175,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7908,0.79,0.54,6,190,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3269,0.86,0.58,4,220,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
944,0.65,0.98,3,283,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2168,0.45,0.75,3,122,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5963,0.21,0.76,6,219,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2333,0.67,0.57,5,215,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5758,0.5,0.95,4,222,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
875,0.69,0.82,4,208,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11192,0.79,0.65,3,235,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8689,0.89,0.49,4,275,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4693,0.79,0.72,3,216,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11800,0.39,0.48,2,141,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1315,0.5,0.9,4,171,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10042,0.89,0.92,3,195,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10474,0.95,0.9,3,155,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8699,0.79,0.49,3,273,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10387,0.31,0.42,4,108,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3492,0.37,0.46,3,173,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14396,0.4,0.46,2,127,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3894,0.6,0.95,4,164,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12810,0.1,0.88,6,263,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5937,0.49,0.99,4,258,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4237,0.57,0.58,3,132,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7839,0.37,0.41,6,101,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3813,0.95,0.67,4,227,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13579,0.45,0.56,2,154,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2900,0.83,0.87,5,233,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2133,0.52,0.8,5,234,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13423,0.37,0.57,2,147,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14642,0.41,0.57,2,160,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1626,0.71,0.8,3,182,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5050,0.68,0.84,3,209,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9100,0.96,0.85,4,247,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1237,0.97,0.86,5,135,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3938,1.0,0.59,5,182,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4506,0.94,0.99,3,207,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6621,0.59,0.74,5,165,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3437,0.58,0.72,4,170,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13629,0.39,0.5,2,135,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14041,0.81,0.97,5,243,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4274,0.46,0.87,5,254,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0
12359,0.9,0.92,5,154,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1355,0.71,0.39,3,261,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
979,0.67,0.61,4,140,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13020,0.41,0.57,2,154,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1097,0.73,0.71,3,210,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8722,0.62,0.69,4,184,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1018,0.65,0.89,3,151,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4717,0.87,0.49,2,251,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13251,0.1,0.89,6,280,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1705,0.7,0.91,4,181,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3106,0.53,0.8,3,175,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6101,0.64,0.64,3,180,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6685,0.79,0.57,3,168,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13348,0.37,0.49,2,148,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9193,0.75,0.6,4,186,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2075,0.24,0.54,4,226,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3248,0.49,0.76,4,202,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5503,0.98,0.96,4,253,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12966,0.41,0.54,2,135,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9609,0.88,0.58,3,145,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4635,0.45,0.41,3,216,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4779,0.31,0.92,5,197,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9026,0.86,0.82,4,274,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2067,0.27,0.66,3,133,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1508,0.66,0.57,3,161,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0
8735,0.86,0.64,3,245,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12478,0.79,1.0,4,229,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9260,0.74,0.6,4,274,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1566,0.69,0.68,3,151,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
14566,0.41,0.57,2,136,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14766,0.1,0.9,7,281,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1602,0.87,0.91,5,190,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
321,1.0,0.65,4,202,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0
9457,0.4,0.62,4,127,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10471,0.61,0.83,4,153,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8460,1.0,0.89,3,230,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3495,0.98,0.56,3,187,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6333,0.7,0.99,3,167,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10254,0.87,0.48,4,264,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4148,0.52,0.92,4,112,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8008,0.96,0.92,3,150,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14578,0.4,0.56,2,131,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5282,0.5,0.94,3,262,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11932,0.78,0.83,4,217,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9679,0.66,0.87,3,223,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
263,0.91,0.97,3,167,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13155,0.11,0.94,6,266,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3623,0.93,0.77,3,202,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5135,0.33,0.61,2,163,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6472,0.23,0.47,4,277,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9963,0.9,0.48,4,136,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3487,0.99,0.72,3,220,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5697,0.91,0.55,2,234,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3101,0.76,0.77,4,223,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7142,0.48,0.94,3,173,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8323,0.73,0.6,4,166,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4791,0.61,0.72,4,182,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0
131,0.82,0.93,4,185,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13929,0.66,0.57,5,161,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14527,0.43,0.47,2,135,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9522,0.5,0.92,4,266,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5595,0.81,0.5,4,231,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10379,0.92,0.66,4,113,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13649,0.37,0.5,2,135,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2091,0.57,0.76,3,200,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11950,0.1,0.95,7,289,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6214,0.96,0.97,4,260,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11681,0.87,0.98,4,248,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1024,0.41,0.96,6,171,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12270,0.1,0.85,6,254,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3208,0.8,0.55,4,269,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7917,0.63,0.63,5,252,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12864,0.43,0.57,2,142,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11627,0.77,0.94,5,226,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9097,0.57,0.64,3,188,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9416,0.5,0.51,5,134,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9530,0.6,0.65,2,225,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7666,0.86,0.96,5,246,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5715,0.3,0.53,3,210,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14451,0.1,0.87,7,289,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3184,0.59,0.51,3,243,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14765,0.43,0.53,2,150,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
110,0.93,0.75,5,143,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2442,0.64,0.52,3,223,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4046,0.64,0.73,4,184,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2522,0.9,0.56,3,220,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3260,0.59,0.47,5,191,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8450,0.59,0.53,4,213,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9085,0.57,0.67,3,138,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0
14265,0.1,0.92,7,307,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6021,0.65,0.95,4,153,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8108,0.82,0.66,4,238,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4881,0.83,0.87,5,248,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8528,0.83,0.6,4,170,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5069,0.73,0.87,3,181,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
967,0.58,0.8,5,187,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
12630,0.44,0.55,2,136,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1945,0.97,0.53,4,247,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7534,0.96,0.5,3,217,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
12187,0.41,0.55,2,151,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
95,0.54,0.67,4,282,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12300,0.1,0.9,5,263,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7770,0.79,0.74,2,158,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2611,0.92,0.51,5,214,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7388,0.51,0.41,2,164,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8887,0.84,0.84,4,266,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
219,0.28,0.55,4,208,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3902,0.82,0.62,4,160,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
59,0.68,0.54,3,251,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14031,0.83,0.9,5,245,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2548,0.86,0.56,4,247,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4231,0.54,0.91,3,142,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13313,0.1,0.86,6,283,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10263,0.84,0.6,3,250,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0
6438,0.59,0.45,2,171,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7911,0.96,0.58,5,197,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
7551,0.86,0.91,4,234,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0
461,0.14,0.77,4,166,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11662,0.48,0.57,4,270,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10217,0.62,0.94,4,252,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13561,0.44,0.51,2,138,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11212,0.72,0.88,3,189,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6282,0.78,0.64,3,169,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11268,0.5,0.9,5,226,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10967,0.74,0.49,4,233,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9152,0.99,0.8,3,209,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3115,0.78,0.45,3,253,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
398,0.54,0.93,4,161,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0
13378,0.85,0.85,4,247,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13248,0.43,0.52,2,136,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
13171,0.37,0.46,2,127,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2375,0.72,0.93,4,174,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9002,0.13,0.5,3,137,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6865,0.58,0.53,4,181,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6114,0.29,0.66,3,256,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10291,0.5,0.77,4,180,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
